IDs	Initial Pvalue	Adjusted Pvalue	Fold Change	Standard Deviation of Fold Changes
HTRA1	0.9397429895770734	0.9542005740321052	1.3499999999999943	0
IBP5	0.7623688184698398	0.9093314822712548	6.4199999999999875	0
IBP7	0.22647606604348625	0.8969352168848251	-44.140000000000015	0
IC1	0.8205958397554409	0.9179546682010017	-11.129999999999995	0
IGHA1	0.49629170223109287	0.9070161250002087	-57.64157108005331	0
IGHG1	0.8205958397554409	0.9179546682010017	30.139999999999986	0
IGHG2	0.22647606604348625	0.8969352168848251	-36.849999999999994	0
IGHG3	0.28991845394256976	0.8969352168848251	-21.590000000000003	0
IGHG4	0.4496917979688909	0.9070161250002087	-64.67000000000002	0
IGKC	0.3447042220069576	0.9070161250002087	29.039999999999992	0
IGLL5	0.9698499769931556	0.9797464053298204	-32.11999999999999	0
ILEU	0.3643461266335529	0.9070161250002087	51.43000000000001	0
ITIH1	0.7054569861112734	0.9070161250002087	-29.900000000000006	0
ITIH2	0.7913367801006604	0.9179546682010017	-21.25	0
ITIH5	0.9397429895770734	0.9542005740321052	1.5065519660271605	0
KNG1	0.9397429895770734	0.9542005740321052	-8.899999999999991	0
KV320	0.7054569861112734	0.9070161250002087	-19.269999999999996	0
KVD40	0.6501474440948545	0.9070161250002087	-56.825980743500764	0
LAMA3	0.4496917979688909	0.9070161250002087	15.230000000000004	0
LAMA4	0.4496917979688909	0.9070161250002087	48.91	0
LAMA5	0.18587673236587576	0.8969352168848251	16.08999999999999	0
LAMB1	0.5453496680111236	0.9070161250002087	-27.700000000000003	0
LAMB2	0.09630369202868826	0.8560498369908466	40.72000000000001	0
LAMC1	0.06964240479832813	0.8560498369908466	35.67999999999999	0
LEG1	0.7054569861112734	0.9070161250002087	2.509999999999991	0
LEG3	0.7623688184698398	0.9093314822712548	5.849999999999994	0
LG3BP	0.6501474440948545	0.9070161250002087	-32.230000000000004	0
LOXL1	0.49629170223109287	0.9070161250002087	-33.69	0
LOXL3	0.0493661947519327	0.8560498369908466	45.90071730090479	0
LTBP1	0.7623688184698398	0.9093314822712548	-31.11	0
LTBP2	0.9397429895770734	0.9542005740321052	-8.669999999999987	0
LTBP4	0.4496917979688909	0.9070161250002087	-39.63000000000001	0
LUM	0.034293721036492766	0.8560498369908466	51.629999999999995	0
LYOX	0.028365505605209992	0.8560498369908466	40.72999999999999	0
LYSC	0.49629170223109287	0.9070161250002087	-70.19999999999999	0
MFAP2	0.28991845394256976	0.8969352168848251	-35.81313012553997	0
MFAP4	0.5453496680111236	0.9070161250002087	-13.39	0
MFAP5	0.16197241048012612	0.8814418516958672	53.66	0
MFGM	0.7054569861112734	0.9070161250002087	-43.870000000000005	0
MGP	0.8798291600118298	0.9467726830562081	2.8700000000000045	0
MIF	0.40567889528505297	0.9070161250002087	-43.39	0
MIME	0.0493661947519327	0.8560498369908466	30.05000000000001	0
MMRN2	0.8798291600118298	0.9467726830562081	-7.744948626975685	0
MUC18	0.6501474440948545	0.9070161250002087	-33.209999999999994	0
NID1	0.09630369202868826	0.8560498369908466	66.57000000000001	0
NID2	0.1124105846553637	0.8560498369908466	55.10000000000001	0
NOV	0.6501474440948545	0.9070161250002087	-130.38765022779097	0
NPNT	0.5453496680111236	0.9070161250002087	-42.870000000000005	0
OLFL1	0.21229383619233155	0.8969352168848251	64.53	0
OLFL3	0.5967012167293563	0.9070161250002087	29.33999999999999	0
PA2GA	0.17361733442494354	0.8814418516958672	59.3	0
PCOC1	0.5967012167293563	0.9070161250002087	42.019999999999996	0
PEDF	0.09630369202868826	0.8560498369908466	-44.97	0
PGBM	0.7623688184698398	0.9093314822712548	-14.929999999999993	0
PGCA	0.49629170223109287	0.9070161250002087	-23.290000000000006	0
PGS1	0.1305700181157362	0.861762119563859	33.08	0
PGS2	0.015564411386633814	0.8560498369908466	66.39	0
PLMN	0.1124105846553637	0.8560498369908466	34.92	0
PODN	0.24132159301718004	0.8969352168848251	38.33000000000001	0
POSTN	0.7054569861112734	0.9070161250002087	-78.41999999999999	0
PRELP	0.3257513544787166	0.9070161250002087	32.36	0
RNAS4	0.8205958397554409	0.9179546682010017	-22.460000000000008	0
S10A4	0.8205958397554409	0.9179546682010017	-7.6200000000000045	0
S10A6	0.6501474440948545	0.9070161250002087	-22.22	0
S10A9	0.1124105846553637	0.8560498369908466	107.43	0
S10AA	0.7054569861112734	0.9070161250002087	5.949999999999989	0
S10AB	0.7054569861112734	0.9070161250002087	-20.406923520309306	0
S10AD	0.1305700181157362	0.861762119563859	-22.99000000000001	0
SAMP	0.6501474440948545	0.9070161250002087	-7.259999999999991	0
SAP	0.9397429895770734	0.9542005740321052	-8.239999999999995	0
SBSPO	0.28991845394256976	0.8969352168848251	20.840000000000003	0
SCUB3	0.7054569861112734	0.9070161250002087	-42.915448932081205	0
SDF1	0.8205958397554409	0.9179546682010017	-8.019999999999996	0
SLPI	0.6501474440948545	0.9070161250002087	44.2986445504672	0
SODE	0.49629170223109287	0.9070161250002087	-13.659999999999997	0
SPRL1	0.9397429895770734	0.9542005740321052	17.78	0
SRP14	0.5967012167293563	0.9070161250002087	5.4850730935793734	0
TAGL2	0.22647606604348625	0.8969352168848251	-37.269999999999996	0
TARSH	0.023342202012890816	0.8560498369908466	34.25	0
TENA	0.1305700181157362	0.861762119563859	44.80999999999999	0
TENX	0.40567889528505297	0.9070161250002087	3.730000000000004	0
THIO	0.5967012167293563	0.9070161250002087	-14.590000000000003	0
THSD4	0.17361733442494354	0.8814418516958672	-61.41000000000001	0
TIMP3	0.09630369202868826	0.8560498369908466	58.879999999999995	0
TINAL	0.6501474440948545	0.9070161250002087	14.370000000000005	0
TRYB2	0.034293721036492766	0.8560498369908466	79.16	0
TTHY	0.49629170223109287	0.9070161250002087	-10.689999999999984	0
VTDB	0.08209870865427452	0.8560498369908466	-10.502307911744438	0
VTNC	0.49629170223109287	0.9070161250002087	30.180000000000007	0
VWA1	0.28991845394256976	0.8969352168848251	46.973069291625706	0
WISP2	0.47267559351158717	0.9070161250002087	24.450000000000003	0
ICAL	0.7054569861112734	0.9070161250002087	-21.519999999999996	0
CRIP2	0.7623688184698398	0.9093314822712548	-17.480000000000004	0
IGHM	0.49629170223109287	0.9070161250002087	-39.249999999999986	0
ITA1	0.8798291600118298	0.9467726830562081	-23.120000000000005	0
ITA8	0.15092695006671628	0.8789275327414654	-36.66	0
ITAV	0.40567889528505297	0.9070161250002087	-51.269999999999996	0
ITB1	0.5453496680111236	0.9070161250002087	-36.42	0
ILK	0.4496917979688909	0.9070161250002087	34.69	0
NEST	0.8798291600118298	0.9467726830562081	6.819999999999993	0
PRDX1	0.5967012167293563	0.9070161250002087	-6.3700000000000045	0
PRDX2	0.7054569861112734	0.9070161250002087	-0.1599999999999966	0
PRDX5	0.28991845394256976	0.8969352168848251	-38.510000000000005	0
LRP1	0.6501474440948545	0.9070161250002087	-29.659999999999997	0
TGM2	0.3074894566186813	0.9070161250002087	-31.980000000000004	0
SERPH	0.8205958397554409	0.9179546682010017	-10.199999999999989	0
TAGL	0.40567889528505297	0.9070161250002087	-40.85000000000001	0
