IDs	Initial Pvalue	Adjusted Pvalue	Fold Change	Standard Deviation of Fold Changes
COEA1	0.5745677186561595	0.9544690458493156	20.980000000000004	0
COFA1	0.8841457362612613	0.9677985201653533	4.060000000000002	0
COGA1	0.36480555102183465	0.9544690458493156	-33.84	0
COIA1	0.3515777227788853	0.9544690458493156	39.74000000000001	0
COMP	0.5862797564306308	0.9544690458493156	-31.040000000000006	0
CRAC1	0.6063948462949547	0.9544690458493156	-18.710000000000008	0
CSPG2	0.207715655204397	0.9544690458493156	64.5	0
CTGF	0.5483552599613356	0.9544690458493156	33.60000000000001	0
CYTC	0.7305550471598472	0.9544690458493156	12.61	0
DAG1	0.22531297517514126	0.9544690458493156	-20.489999999999995	0
DEF1	0.7691862670534839	0.9544690458493156	7.410000000000011	0
DERM	0.5977907527562829	0.9544690458493156	-9.019999999999996	0
EDIL3	0.8578326212693732	0.9544690458493156	14.45810315893408	0
ELN	0.2086824760692788	0.9544690458493156	38.14	0
EMIL1	0.13548723100361537	0.9544690458493156	19.78	0
FBLN3	0.39491629698538955	0.9544690458493156	50.24212539077939	0
FBN1	0.6575294689685744	0.9544690458493156	-13.64	0
FGF2	0.3510155023496956	0.9544690458493156	29.379999999999995	0
FGL2	0.5761279913625704	0.9544690458493156	30.016817481300606	0
FHR1	0.752102927023972	0.9544690458493156	-15.179999999999993	0
FIBA	0.21902227027001894	0.9544690458493156	106.34000000000002	0
FIBB	0.2227438945646445	0.9544690458493156	138.47	0
FIBG	0.20875147773659508	0.9544690458493156	126.05000000000001	0
FINC	0.24258621193943447	0.9544690458493156	40.3	0
FMOD	0.9893560651528015	0.9912539515056712	-0.5	0
GDF10	0.8044082983803258	0.9544690458493156	-6.719999999999999	0
GELS	0.3407002193819212	0.9544690458493156	-23.88000000000001	0
HEMO	0.8366941684018441	0.9544690458493156	-10.530000000000015	0
HPLN1	0.7469716491050038	0.9544690458493156	-30.840000000000003	0
HPT	0.35914200332337387	0.9544690458493156	-45.290000000000006	0
HRG	0.8089023307012787	0.9544690458493156	-16.86999999999999	0
HS71B	0.2681984587917785	0.9544690458493156	-47.56999999999999	0
HSP7C	0.8260585438484565	0.9544690458493156	-5.340000000000003	0
HSPB1	0.3999907401874536	0.9544690458493156	16.459999999999994	0
HSPB6	0.6245214809606399	0.9544690458493156	12.39	0
HTRA1	0.8233405320137578	0.9544690458493156	14.189999999999998	0
IBP5	0.41411635816628733	0.9544690458493156	33.150000000000006	0
IBP7	0.980436655418652	0.9912539515056712	1.9100000000000108	0
IC1	0.7659441312209413	0.9544690458493156	14.076894565711811	0
IGHA1	0.5004261640061585	0.9544690458493156	88.6245816137212	0
IGHG1	0.687980544903729	0.9544690458493156	31.38000000000001	0
IGHG2	0.9792087933756055	0.9912539515056712	2.3100000000000023	0
IGHG3	0.8563128088698503	0.9544690458493156	15.969999999999999	0
IGHG4	0.9081249382732975	0.9706860149388118	11.13000000000001	0
IGKC	0.9258807965772877	0.98034437284654	6.090000000000003	0
IGLL5	0.6078470049892963	0.9544690458493156	36.959999999999994	0
ILEU	0.7114530838345412	0.9544690458493156	12.261308193109244	0
ITIH1	0.7358210794769923	0.9544690458493156	12.349999999999994	0
ITIH2	0.38179572430395925	0.9544690458493156	38.739999999999995	0
ITIH5	0.288406182837191	0.9544690458493156	43.20344803397284	0
KNG1	0.6762378710963795	0.9544690458493156	-38.84000000000002	0
KV320	0.6106294834592298	0.9544690458493156	32.34	0
KVD40	0.6389023052732838	0.9544690458493156	45.00307665757501	0
LAMA3	0.7465731853553406	0.9544690458493156	-11.1933868710788	0
LAMA4	0.5313177155362988	0.9544690458493156	-32.56	0
LAMA5	0.9784730190836156	0.9912539515056712	-0.6099999999999994	0
LAMB1	0.20134227189121856	0.9544690458493156	52.3	0
LAMB2	0.4399577897719268	0.9544690458493156	-17.260000000000005	0
LAMC1	0.5263524331773666	0.9544690458493156	-12.569999999999993	0
LEG1	0.3439354310982108	0.9544690458493156	-13.949999999999989	0
LEG3	0.4564766314830516	0.9544690458493156	-16.03	0
LG3BP	0.6278028512518704	0.9544690458493156	32.290000000000006	0
LOXL1	0.2976890857782122	0.9544690458493156	48.64	0
LOXL3	0.05150868986278314	0.9544690458493156	-55.1027079529817	0
LTBP1	0.2669736892158926	0.9544690458493156	55.58	0
LTBP2	0.7957216673914477	0.9544690458493156	14.219999999999985	0
LTBP4	0.4553486542313384	0.9544690458493156	47.370000000000005	0
LUM	0.21222198360729105	0.9544690458493156	-29.64	0
LYOX	0.11438948262691279	0.9544690458493156	-36.55	0
LYSC	0.3728391530643448	0.9544690458493156	90.85	0
MFAP2	0.6446865454844751	0.9544690458493156	24.590000000000003	0
MFAP4	0.5603397925243389	0.9544690458493156	34.39	0
MFAP5	0.7448247936079284	0.9544690458493156	10.189999999999998	0
MFGM	0.8454692837303226	0.9544690458493156	15.11	0
MGP	0.6231569629715838	0.9544690458493156	25.60000000000001	0
MIF	0.5144462407378885	0.9544690458493156	34.633363634973776	0
MIME	0.5517419942044772	0.9544690458493156	-13.330000000000013	0
MMRN2	0.7844329574179105	0.9544690458493156	18.814948626975692	0
MUC18	0.3140213206543616	0.9544690458493156	34.94999999999999	0
NID1	0.13953927127876503	0.9544690458493156	-39.83	0
NID2	0.2834177677732016	0.9544690458493156	-51.35000000000001	0
NOV	0.441409347951185	0.9544690458493156	95.50999999999999	0
NPNT	0.3884711706521994	0.9544690458493156	50.66282816590525	0
OLFL1	0.2505691535125277	0.9544690458493156	-55.11	0
OLFL3	0.6358653683753498	0.9544690458493156	-19.310000000000002	0
PA2GA	0.36586800705668	0.9544690458493156	-24.17	0
PCOC1	0.3185779330574967	0.9544690458493156	-50.91999999999999	0
PEDF	0.6606803507752931	0.9544690458493156	17.310764198287046	0
PGBM	0.7610170391804574	0.9544690458493156	9.989999999999995	0
PGCA	0.8514017190083911	0.9544690458493156	-8.469999999999999	0
PGS1	0.7505535217487176	0.9544690458493156	-7.939999999999998	0
PGS2	0.04740279216751972	0.9544690458493156	-55.730000000000004	0
PLMN	0.12067272341480964	0.9544690458493156	-50.10000000000001	0
PODN	0.6701963744753656	0.9544690458493156	-9.38000000000001	0
POSTN	0.5167859185203514	0.9544690458493156	45.579999999999984	0
PRELP	0.23217604295804306	0.9544690458493156	-42.59	0
RNAS4	0.28235666239572643	0.9544690458493156	88.29	0
S10A4	0.8571227810900011	0.9544690458493156	5.829999999999998	0
S10A6	0.495056304025568	0.9544690458493156	31.66000000000001	0
S10A9	0.18267881862007648	0.9544690458493156	-61.13	0
S10AA	0.5969755531192547	0.9544690458493156	-16.919999999999987	0
S10AB	0.5546481006712829	0.9544690458493156	25.84428906158159	0
S10AD	0.8141180874034903	0.9544690458493156	-11.340000000000003	0
SAMP	0.6054881028542758	0.9544690458493156	24.389999999999986	0
SAP	0.419094190964586	0.9544690458493156	33.42999999999999	0
SBSPO	0.3266563123053565	0.9544690458493156	-23.58	0
SCUB3	0.11530025491478085	0.9544690458493156	66.59544893208121	0
SDF1	0.825319401331012	0.9544690458493156	14.370000000000005	0
SLPI	0.8325523850550776	0.9544690458493156	10.731824098917102	0
SODE	0.5493430181540186	0.9544690458493156	20.980000000000004	0
SPRL1	0.7650477776027206	0.9544690458493156	10.470000000000006	0
SRP14	0.983050358500674	0.9912539515056712	0.9227528236578024	0
TAGL2	0.9436463861857727	0.9912539515056712	-3.8100000000000165	0
TARSH	0.6366655986937134	0.9544690458493156	-8.870000000000005	0
TENA	0.6164354117147197	0.9544690458493156	-30.47	0
TENX	0.6074635025329935	0.9544690458493156	-11.340000000000003	0
THIO	0.5815266276696252	0.9544690458493156	-22.49000000000001	0
THSD4	0.16575801957128647	0.9544690458493156	61.66769780149676	0
TIMP3	0.6123711867369845	0.9544690458493156	-18.439999999999998	0
TINAL	0.7506062532466218	0.9544690458493156	-8.769999999999996	0
TRYB2	0.24843987702502776	0.9544690458493156	-46.06999999999999	0
TTHY	0.7073574917912678	0.9544690458493156	-23.060000000000002	0
VTDB	0.9540316005073148	0.9912539515056712	4.812307911744426	0
VTNC	0.6658987172884401	0.9544690458493156	16.22	0
VWA1	0.30595112092783183	0.9544690458493156	-54.20471799580402	0
WISP2	0.7868299885871743	0.9544690458493156	7.700000000000003	0
ICAL	0.7081912491371982	0.9544690458493156	15.620000000000005	0
CRIP2	0.6671352761197464	0.9544690458493156	16.870000000000005	0
IGHM	0.7192552550521872	0.9544690458493156	16.139999999999986	0
ITA1	0.4580129449722521	0.9544690458493156	32.85000000000001	0
ITA8	0.6356730459462453	0.9544690458493156	13.959999999999994	0
ITAV	0.757495628824012	0.9544690458493156	18.790000000000006	0
ITB1	0.8230165809917114	0.9544690458493156	-14.155479670094039	0
ILK	0.6098410526193192	0.9544690458493156	-18.19210160481886	0
NEST	0.9550327244326564	0.9912539515056712	-1.9599999999999937	0
PRDX1	0.8944804504558568	0.9677985201653533	2.9399999999999977	0
PRDX2	0.8722305026225128	0.964813628599204	3.680000000000007	0
PRDX5	0.3400533936414899	0.9544690458493156	31.080000000000013	0
LRP1	0.5301255469262829	0.9544690458493156	34.42699511683119	0
TGM2	0.9667110956629814	0.9912539515056712	2.030000000000001	0
SERPH	0.6858410248946234	0.9544690458493156	-12.680000000000007	0
TAGL	0.23322728035745316	0.9544690458493156	60.77000000000001	0
